id,title,Sentence,pagerank
760,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"However, a similar study by researchers in Nebraska found viral RNA in nearly two-thirds of air samples collected in isolation rooms in a hospital treating people with severe COVID-19 and in a quarantine facility housing those with mild infections.",2.167513746897753
897,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"While following the proposed workflow, no COVID-19 new cases were detected among patients and staff.",2.1565236293758563
1224,Competency assessment for infection control in the undergraduate dental curriculum,"It is also important that routine infection control procedures are adopted for all patients as carriers of latent infection may be unaware of their condition (16, 17) or choose not to inform the dental practitioner.",2.150780434538778
935,Evaluating aerosol and splatter following dental procedures: addressing new challenges for oral healthcare and rehabilitation Running Title: Evaluating dental aerosol and splatter,"During this period, it was advised that aerosol generating procedures (AGPs) were avoided unless absolutely necessary, leading to altered treatment planning and a negative impact on patient care 6 .",2.1430771844332277
439,Being a front-line dentist during the Covid- 19 pandemic: a literature review,"Table 2 Standard precautions based on CDC and ADA guidelines for dentists on the coronavirus disease [40] [41] [42] Postponing Following the announcement of disease outbreak by international or local authorities, dentists can play a significant role in disrupting the transmission chain, thereby reducing the incidence of the disease by simply postponing all non-emergency dental care for all patients.",2.1423520170980934
245,Dental aerosols: microbial composition and spatial distribution,"Since normal settling only reduces the viral load for about 48% in 45 minutes, it is advised to maintain proper ventilation of the treatment room to remove smaller aerosol particles that may contain viruses, such as SARS-CoV-2 [31] .",2.1387567641056053
80,Health services provision of 48 public tertiary dental hospitals during the COVID-19 epidemic in China,"However, further study should focus on the potential long-time impact the epidemic may lead to dental care.",2.1337341680868356
1234,Competency assessment for infection control in the undergraduate dental curriculum,"Clearly, the aim of hand hygiene procedures is to eliminate transient microflora and reduce resident microflora for the duration of the dental procedure as skin bacteria are capable of rapidly multiplying under surgical gloves if hands are not washed thoroughly with antimicrobial soap (18) (19) (20) (21) .",2.1328869723043207
919,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,Sharing even one of the aforementioned medical devices for home oral hygiene among family members could expose every component to the risk of contagion.,2.1320097002049136
819,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"It is also advised to wash hands with alcohol-based hand sanitizer for at least 20 s before and after each treatment, and limit contacts with surfaces, computers, drawers etc., as much as possible.",2.1309822520514046
538,Awareness and compliance of dental students and interns toward infection control at Riyadh Elm University,"In 2003, the CDC published \"Guidelines for Infection Control in Dental Health-Care Settings\", which included standard precautions to ensure safe working environments and prevent cross-infection among DHCW and their patients, and in 2016 the CDC published \"Summary of Infection Prevention Practices in Dental Settings: Basic Expectations for Safe Care\" [22] , [23] , [24] , [25] .",2.1247450474137892
1222,Competency assessment for infection control in the undergraduate dental curriculum,"Potentially, these results could be explicable by improved teaching of the course during its second iteration and/or the students being more aware of the need to successfully complete it prior to progression onto their clinical training, both of which indicate enhanced knowledge of infection control in patient management within the student body.",2.1189326443014544
910,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,Even paying attention to home devices for daily oral hygiene might have a positive impact on maintaining individual health and lower the chances of spreading the infection.,2.110944682984489
309,Dental radiographic procedures during COVID-19 outbreak and normalization period: recommendations on infection control,"On the basis of experience with SARS, the use of a remote satellite radiography center or utilization of mobile radiographic equipment are also recommended for patients with known COVID-19 disease [28] .",2.1094060200288722
900,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"The assessment of the patient risk level through analysis of dental chief complaint, history of COVID-19 exposure, and systemic conditions is the first necessary step to safely manage patients during the epidemic.",2.1053129054188835
431,Being a front-line dentist during the Covid- 19 pandemic: a literature review,"The most important concern in dental clinics is the transmission of 2019-nCoV via droplets and aerosol because, despite all of the precautions taken, it is almost impossible to reduce droplet and aerosol production to zero during dental procedures [54] .",2.103319646892333
228,Dental aerosols: microbial composition and spatial distribution,"As expected, a relatively high number of different human taxa were found on the chest area of the patient and on the instrument area, corresponding with a high number of CFU/plate on these locations.",2.100711081776616
427,Being a front-line dentist during the Covid- 19 pandemic: a literature review,"Similarly, 2019-nCoV may also use the same mechanism to induce infection, although definitive judgment regarding this issue needs further study [51] .",2.0992574865075597
871,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"Moreover, no more than one patient should be treated in the same working space (e.g., rooms with multiple dental chairs), unless the working units are properly divided from one another.",2.0970783965165665
1163,Competency assessment for infection control in the undergraduate dental curriculum,"2) ; (b) a hand hygiene exercise, where, following instruction on correct hand washing technique, students' were assessed on their ability to wash their hands to a satisfactory standard using the 'Glitterbug' (http://www.arrowscientific.com.au/ glitterbug.html) hand-washing system [efficient removal of the 'GlitterBug' (fluorescent dye) was determined by ultra-violet light illumination and competency required complete removal of fluorescent dye as determined by a single examiner, using predetermined criteria]; (c) a unit management exercise which assessed students on their ability to (i) decontaminate and set-up a unit prior to treatment of their first patient, and (ii) demonstrate the correct procedure for oiling dental hand pieces (Fig.",2.0881475012151975
473,Being a front-line dentist during the Covid- 19 pandemic: a literature review,"In addition to the type of disinfectant, paying attention to other factors such as the duration of use, dilution rate, and especially the expiration time following the preparation of the solution according to the manufacturer's instructions is also crucial.",2.082353022949783
256,Dental radiographic procedures during COVID-19 outbreak and normalization period: recommendations on infection control,"However, dental pain is the most commonly encountered health problem among any given population and requires immediate care or treatment [8] .",2.077620250483559
783,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"On behalf of these considerations, all dentistry operators must always be diligent in protecting against the spread of infectious disease [32] , as well as note the importance of providing clear and easy guidelines to manage patients and make dental practice safe from any risk [33] .",2.0743944170241786
254,Dental radiographic procedures during COVID-19 outbreak and normalization period: recommendations on infection control,The long and unpredictable incubation period (up to 27 days) [1] of the virus and the high rates of asymptomatic carriers (80%) [4] further challenges infection control measures during dental practice.,2.0725367394278864
253,Dental radiographic procedures during COVID-19 outbreak and normalization period: recommendations on infection control,The primary route for transmission of virus is through droplets and aerosols and therefore dental health care workers are among the medical professionals who are at extreme risk of getting infected and further spreading the virus [4] [5] [6] [7] .,2.072392660501111
1216,Competency assessment for infection control in the undergraduate dental curriculum,"To date, this competency assessment has been run for 2 years covering two cohorts of students with the associated data presented in this paper; however, results will continue to be analysed and further adaptation of the teaching will be made to ensure the educational value of this exercise.",2.072081360643389
1149,Competency assessment for infection control in the undergraduate dental curriculum,"Whilst an effective infection control programme and concerns over transmission of disease has always been an essential and integral part of the dental practice, over the past decade, guidelines for infection control have become more evidence-based, enabling strategies to be devised which can prevent disease transmission by interrupting one or more links in the chain of contamination.",2.070757532646094
773,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"Very high-risk exposure level includes occupations with a high potential for exposure to known or suspected sources of COVID-19 during specific medical, postmortem, or laboratory procedures.",2.061321452036916
1211,Competency assessment for infection control in the undergraduate dental curriculum,Questionnaire responses also indicated that students now appeared better informed and aware of the need to implement infection control procedures when compared with previous years (Fig.,2.0533410183609684
906,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"Our aim is to share our choices regarding the management of operators, patients, environments, and instruments in order to provide a useful tool when entering the post-acute phase of the epidemic.",2.0509353828931305
759,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"Another study on long distance flights demonstrated that there is no current evidence regarding airborne transmission, supporting the droplet mechanisms instead as the main route of the COVID-19 spread [24] .",2.0499758184853043
779,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"These instruments largely increase the aerosol produced inside the work environment, thus exposing both clinicians and patient to the risk of infection.",2.0489224559017307
1253,Competency assessment for infection control in the undergraduate dental curriculum,"Indeed it is proposed that further information will be gathered to determine any long-term benefit in infection control performance, as the students progress through the course.",2.0487784846921584
21,Health services provision of 48 public tertiary dental hospitals during the COVID-19 epidemic in China,"According to the guidelines on diagnosis and treatment of the COVID-19 (6th trial edition) from China National Health Commission [3] , respiratory droplets and close contact are the main routes of transmission.",2.036884702964085
553,Awareness and compliance of dental students and interns toward infection control at Riyadh Elm University,"The level of implementation of basic applied infection control measures was found to be good to excellent, except for HBV vaccine coverage and wearing protective eyewear.",2.0308703526484804
328,Dental radiographic procedures during COVID-19 outbreak and normalization period: recommendations on infection control,The infection prevention and control recommendations of Ultrasound Working Group of the European Society of Radiology should also be followed for COVID-19 [30] .,2.0306479881527686
387,Being a front-line dentist during the Covid- 19 pandemic: a literature review,Limiting the exposure of suspicious cases to the rest of society could be an effective strategy in the early outbreak phases.,2.0295992996203784
123,Dental aerosols: microbial composition and spatial distribution,Samples from DUWLs were taken from the air-water syringe of the dental units of every location on each sample day before the first treatment took place.,2.028336178451631
63,Health services provision of 48 public tertiary dental hospitals during the COVID-19 epidemic in China,"Although the public dental hospitals still offered emergency treatments for patients, significant utilization reduction in emergency dental services was observed at the beginning of the COVID-19 epidemic [5] .",2.0283010945446933
252,Dental radiographic procedures during COVID-19 outbreak and normalization period: recommendations on infection control,"On the other hand, health care facilities are required to provide continuous service, treatment and relief for those in need and are rarely closed during any crises [3] .",2.026670179045292
1209,Competency assessment for infection control in the undergraduate dental curriculum,"These findings were also supported by the dental staff (n ¼ 12, 100% questionnaire compliance) who were directly involved in subsequent clinical teaching of students who had taken the infection control competency assessments (Fig.",2.0214941874672654
1026,Evaluating aerosol and splatter following dental procedures: addressing new challenges for oral healthcare and rehabilitation Running Title: Evaluating dental aerosol and splatter,"Coverage of the operator and assistant's exposed arms with a waterproof covering would protect against contamination, although scrupulous hygiene with an effective antiseptic (povidone-iodine or 70% alcohol 53, 54 ) would be a minimum requirement if this were not used.",2.0206512502431355
1204,Competency assessment for infection control in the undergraduate dental curriculum,Following establishment of the infection control competency in 2004 it was found that improvement was also evident in student performance in the 2005 infection control spot test demonstrated by statistically significant increases in both student pass rates and average year marks (Fig.,2.016164264121397
1142,Competency assessment for infection control in the undergraduate dental curriculum,"Within University hospitals, where new dental personnel are trained and large numbers of patients are treated, it is therefore imperative that thorough and robust training in infection control procedures is provided.",2.0148685201054852
469,Being a front-line dentist during the Covid- 19 pandemic: a literature review,"Throughout the COVID-19 pandemic, the use of any dental handpieces that do not have an anti-retraction function should be avoided.",2.014049633115494
459,Being a front-line dentist during the Covid- 19 pandemic: a literature review,Covid-19 patients should not be treated in a regular dental care setting without special considerations.,2.00650185398216
262,Dental radiographic procedures during COVID-19 outbreak and normalization period: recommendations on infection control,"The presence of SARS-CoV 2 virus has been revealed in both blood and saliva samples [5] of COVID-19 patients, which necessitates reviewing our current practice of infection control during dental radiography to develop more strict protocols that will prevent nosocomial spread COVID-19.",2.005067161077772
808,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"Patients appointments should be limited in number, aiming to group as many procedures as possible in the single access.",2.0011894120899845
1074,European Journal of Dentistry,6 The direct contact between healthcare professionals and patients is generally considered the first through which many exogenously acquired infections are spread inter-and intra-hospital facilities.,1.9973896064637926
1099,European Journal of Dentistry,"With this type of study, the compliance rate with guidelines is evidenced, since the method may supply more accurate information.",1.996833936509987
238,Dental aerosols: microbial composition and spatial distribution,"In the light of the current situation of a pandemic with the SARS-CoV-2 virus, the data from this study show that dental aerosols, containing bacteria from human origin, will be distributed around the head of the patient during treatment.",1.9922720367811706
593,A commentary on,"• Wearing a mask, keeping a safe distance from others, and sticking to the infection control protocols for dental practice environments should be taken more seriously given that dentists are at high risk.",1.9879906739836295
532,Awareness and compliance of dental students and interns toward infection control at Riyadh Elm University,"Therefore, DHCW are at risk every day, because at normal working distances, there is no zone of safety for the risk of cross-infection.",1.9846650984734613
1157,Competency assessment for infection control in the undergraduate dental curriculum,"Students' infection control performance was continually assessed by dental and nursing staff during treatment clinics in years 3, 4 and 5, and formal assessment of student knowledge and skills in this area was determined by Objective Structured Clinical Examination (OSCE) in year 4 and written professional examinations in year 5 ( Fig.",1.9843110608925811
394,Being a front-line dentist during the Covid- 19 pandemic: a literature review,"According to a recent report, temperature-based screening in the airport can detect only 46% of 2019-nCoV carriers and the others were found during the self-isolation period after immigration [29] .",1.9832992674048429
625,Journal Pre-proofs Title Title: What Dentists Need to Know about COVID-19,"Furthermore, it remains to be established that patients are a possible source of transmission during the recovery process [26] .",1.9778755462576816
558,Awareness and compliance of dental students and interns toward infection control at Riyadh Elm University,"14, ISSN 2196-5226 Table 1 : Distribution of respondents in the college to 4 th -, 5 th -, and 6 th -year students and interns both male and female Table 2 : Level of implementation of basic infection control measures at the university dental school Table 3 : Level of implementation of basic infection control measures at the university dental school  Infection control is a dynamic and ever-changing discipline.",1.9746307779612833
235,Dental aerosols: microbial composition and spatial distribution,"The passive sampling method missed microorganisms that did not settle on the plates, that needed a specific growth medium or that became inactive when dispersed in the air [30] .",1.9709424564984974
555,Awareness and compliance of dental students and interns toward infection control at Riyadh Elm University,"A majority of dental students and interns complied well with different infection control measures during the treatment of patients and between patients, but there is still a need to raise their awareness and improve their attitude regarding infection control practices.",1.9692161009350382
115,Dental aerosols: microbial composition and spatial distribution,"PBS allows longer sampling time, less bacterial loss and 91% sampling efficiency compared to the use of sterile water [17] [18] [19] .",1.9688780924709204
675,Journal Pre-proofs Title Title: What Dentists Need to Know about COVID-19,"Thus, there is evidence to believe that in the post-COVID-19 era, people's demands for dental services may extremely rise.",1.9646045478614478
659,Journal Pre-proofs Title Title: What Dentists Need to Know about COVID-19,"[40] At this time, the strategy towards COVID-19 is to control the infection source by preventing the infection and controlling measures to minimize the transmission risk, and to provide early detection, quarantining, and assistance to infected patients [18] .",1.9608659351137594
95,Dental aerosols: microbial composition and spatial distribution,"Settled aerosols, containing microorganisms from water and the oral cavity, are likely to carry infectious microorganisms and may lead to cross-transmission and infection in susceptible patients and dental staff [2, 13, 14] .",1.9533423843784778
688,Journal Pre-proofs Title Title: What Dentists Need to Know about COVID-19,This method may provide the relief of symptoms and give dental practitioners some time to come up with a plan to perform dental care to minimize the infection spread.,1.9498817785633618
494,How COVID-19 Deepens Child Oral Health Inequities,"5 By abruptly pausing the provision of child dental care, COVID-19 adds delays to time-sensitive treatment, worsens the status of already significant decay, and further overburdens our previously strained dental safety net including community health centers, federally qualified health centers, and hospitals.",1.9458131891638546
319,Dental radiographic procedures during COVID-19 outbreak and normalization period: recommendations on infection control,"• In order to minimize the spent time in the examination room, registration of the patients should take place out-side and the patient must remove all metal accessories and dentures before entering the room [17, 18, 21] .",1.9446873264442381
869,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"During the treatment, the work environment must be kept closed, and we suggest to implement in operating rooms ventilation and air filtration systems suitable for the health activity.",1.9433456977403616
28,Health services provision of 48 public tertiary dental hospitals during the COVID-19 epidemic in China,"Therefore, a critical challenge for them is to prevent nosocomial COVID-19 transmission and provide health services for the general population.",1.9345854748963032
157,Dental aerosols: microbial composition and spatial distribution,"The source of the taxa was assigned, either human or environmental/water, based on the best available evidence (see appendix 1).",1.93114056648445
1075,European Journal of Dentistry,7−9 The five components that should be included in multimodal strategies implemented to improve compliance and decrease the rate of cross-transmission and infection are as follows: 1.,1.9307386122698456
1159,Competency assessment for infection control in the undergraduate dental curriculum,To enhance learning in this area an infection control competency was introduced into the pre-clinical course at the end of the summer term of year 2 ( Fig.,1.9296135675196604
1223,Competency assessment for infection control in the undergraduate dental curriculum,"Due to frequent media coverage, the public is now far more aware of the need for all dentists to demonstrate high standards in infection control.",1.9288958961986538
1147,Competency assessment for infection control in the undergraduate dental curriculum,"Employing dentists not only have a responsibility to protect patients, but are also required to provide a safe environment for their employees by ensuring staff immunisations, eye and face protection, surgery clothing, protection against saliva/blood splatter and inoculation injuries.",1.9254705689175673
1165,Competency assessment for infection control in the undergraduate dental curriculum,On discussion with teaching and support staff these areas were selected as procedures that were core to infection control and which all new clinical students needed to master prior to treating patients on clinic.,1.9249290578888596
477,Being a front-line dentist during the Covid- 19 pandemic: a literature review,"Following the announcement of the disease outbreak by international or local authorities, dentists can play a significant role in disrupting the transmission chain, thereby reducing the incidence of disease by simply postponing all non-emergency dental care for all patients.",1.9217778279542108
1252,Competency assessment for infection control in the undergraduate dental curriculum,"Our preliminary data indicates potential improvements in student awareness and application and therefore it is conceivable that these benefits may be apparent in infection control assessment exercises, such as OSCE, and also importantly, during clinical procedures.",1.9150451679925615
1046,Evaluating aerosol and splatter following dental procedures: addressing new challenges for oral healthcare and rehabilitation Running Title: Evaluating dental aerosol and splatter,"Early data suggest a median SARS-CoV-2 viral load of 3.3 x 10 6 copies per mL in the saliva of infected patients 22, 23 ; taken together, this suggests that an operator without PPE at around 0.5 m from the source may be exposed to an estimated 46 -396 viral copies during a 15 minute procedure.",1.9120097227137713
805,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"They can be divided into three categories: Our advice is pointed toward the non-urgent treatments, assuming that even non-urgent procedures will be eventually reintegrated in the common practice, preferably once a better understanding of the COVID-19 immune response is achieved.",1.9105050686039398
201,Dental aerosols: microbial composition and spatial distribution,The air from clinic 4 contained a significantly lower number of WDT taxa compared to the other clinics (no bacteria were retrieved from DUWL of clinic 4).,1.9031993140977144
953,Evaluating aerosol and splatter following dental procedures: addressing new challenges for oral healthcare and rehabilitation Running Title: Evaluating dental aerosol and splatter,"The current lack of robust evidence about dental aerosol and splatter distribution and persistence will be a barrier to the reintroduction of routine dental services and dental education, which is likely to have a negative impact on the availability of care for patients, and on the future dental workforce if not addressed expediently 19 .",1.9030739429824608
632,Journal Pre-proofs Title Title: What Dentists Need to Know about COVID-19,"The average incubation period for COVID-19 has been projected to be 5 to 6 days, although there is evidence that it can last as long as 14 days, which is now the widely accepted length for medical monitoring and quarantine of potentially exposed individuals [14] .",1.9018728491407009
1244,Competency assessment for infection control in the undergraduate dental curriculum,A separate report however did demonstrate that patient-to-patient transmission of HBV via contaminated instruments has occurred (28) .,1.9010765450669325
834,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"In the first step, every patient was managed remotely (e.g., phone, texts, website) adopting a dental triage that consists of an interview able to identify three parameters: • Chief complaint in order to identify emergencies, urgent, undeferrable and/or postponable dental procedures ( Figure 1 ): 1.",1.8983698873682444
211,Dental aerosols: microbial composition and spatial distribution,The results of our study indicate that contamination of the aerosols from both human and water origin during treatment mostly settle in the close proximity of the head of the patient.,1.8983256882629866
785,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"As of today, one of the main challenges in the dental healthcare is the difficulty in the infected patient identification, due to both the necessity of a proper diagnostic pattern (test swabs) and the chance to manage asymptomatic patients.",1.8943716395198607
844,Dentistry during the COVID-19 Epidemic: An Italian Workflow for the Management of Dental Practice,"Appointments were scheduled in order to admit a single patient per time inside the clinic areas, inviting patients to avoid the presence of unnecessary accompanying persons and to come wearing disposable gloves and mask.",1.8920805704554886
