id,title,Sentence,pagerank
1578,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa","According to the findings of the present study even though the support structure from the management is available, there is a need for special support for TB patients.",2.840508850766488
652,Under-reporting of TB cases and associated factors: a case study in China,"Our study clearly indicates that a significant number of TB cases diagnosed in the hospitals were not accurately reported at the national level, as required by law.",2.8181204293412803
2927,Knowledge and awareness of tuberculosis among Roma population in Belgrade: a qualitative study,A recent study in the general population in Serbia found some misconceptions about the possibility of transmitting TB through physical contact with a person with TB (8.3% thought it was possible) and through food and drink (4.0% thought it was possible).,2.817985153478887
1205,Tuberculosis infection via the emergency department among inpatients in South Korea: a propensity score matched analysis of the National Inpatient Sample,"The results do not appear surprising, given previous evidence on the high risk of TB transmission among healthcare workers in EDs and within the ED environment (i.e.",2.806198932732892
2608,Utilization of Chinese medicine for respiratory discomforts by patients with a medical history of tuberculosis in Taiwan,"While several studies have investigated the use of CM in the care of TB patients [23] , there is a lack of this kind of survey on the use of CM among patients with a medical history of TB and complicated with long-term respiratory discomforts.",2.8026981368165576
1197,Tuberculosis infection via the emergency department among inpatients in South Korea: a propensity score matched analysis of the National Inpatient Sample,The current study applied the propensity score matching method to balance the potential risk of TB infection in the two inpatient groups (i.e.,2.7979480868698947
1358,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa",The inclusion criteria were all nurses with five years' experience caring for TB patients since it was believed that they would provide information-rich data.,2.794673778082459
1804,"Evaluation of the tuberculosis programme in Ningxia Hui Autonomous region, the People's Republic of China: a retrospective case study","Many factors may contribute to this, including the difficulty in surveillance, due to large distances between patient residence and TB clinic, and chemotherapy non-compliance.",2.791570064452544
2010,The role of mini-bronchoalveolar lavage fluid in the diagnosis of pulmonary tuberculosis in critically ill patients,"The diagnosis of TB in HIV infected individuals may be more difficult due to the greater frequency of paucibacillary forms in advanced stages of immunodepression [9, 10] .",2.77851131918687
3118,Performance of the TB-LAMP diagnostic assay in reference laboratories: Results from a multicentre study,"Additionally, while participants may have received better than standard diagnostic care through the use of additional cultures, clinicians were blinded to the results of TB-LAMP so as not to impact patient care.",2.7766354987638464
971,Space-Time Clustering Characteristics of Tuberculosis in China,"Thus, to accomplish the target of descreasing TB cases, it will be necessary to (1) implement more effective and stronger measures to control TB transmission in the clusters, especially in the clustering areas of new SS+ notification rate; (2) intensify the case-finding, not only of SS+ cases but also of SS-, sputum smear not done, tuberculous pleurisy cases and extrapulmonary TB in the clusters of total TB notification rate and other cities or counties in the same provinces (Figure 2-B) ; (3) enhance treatment and management of TB cases under programmatic conditions in all clusters.",2.7643217425620503
546,Under-reporting of TB cases and associated factors: a case study in China,"In addition, a TB specific surveillance system known as the TB Information Management System (TBIMS) was established as a platform for all health facilities to report confirmed TB cases as well as additional patient information within 48 h (5) .",2.760064645387357
2237,BMC Infectious Diseases Sex-and age-dependent association of SLC11A1 polymorphisms with tuberculosis in Chinese: a case control study,"The use of hospital patients without the disease under study as control subjects in case-control studies is well documented [42, 43] .",2.747257465130611
1238,Preliminary Results on Pulmonary Tuberculosis Detection in Chest X-Ray Using Convolutional Neural Networks,"In many high TB burden countries, it has been reported a relative lack of radiology interpretation expertise [11] , this condition could result in impaired screening efficacy.",2.7163371050366494
642,Under-reporting of TB cases and associated factors: a case study in China,Some clinicians disclosed during interviews that they deliberately entered new TB cases as re-retreated cases in order to avoid having to complete all the steps required for entering a new TB case within the reporting system (processes 2 and 6).,2.716152815052051
2935,Knowledge and awareness of tuberculosis among Roma population in Belgrade: a qualitative study,"It has been noted that smoking is often not recognized as significant risk factor for TB, as showed in study in Croatia [12] .",2.701010821825403
245,"Drinking, Smoking, and Morality: Do 'Drinkers and Smokers' Constitute a Stigmatised Stereotype or a Real TB Risk Factor in the Time of HIV/AIDS?","The constellation of beta values for the non-significant predictors in the model suggests that people who see drinking and smoking as a TB risk factor might have a tendency to be harsher on Thinks increase in incidence of TB in the province is due to AIDS (rather than treatment defaulters) c .29 .060 Likelihood ratio Chi-square = 70.9, df = 7, p \\ .000 a The direction of the sign is given in the description of the predictor variable b See indicators in Table 2 c See indicator in Table 3 Drinking, Smoking, and Morality 227 drinkers and smokers who do contract the disease ('get what they deserve') than on treatment defaulters.",2.698950738200796
848,The discovery and identification of a candidate proteomic biomarker of active tuberculosis,"The results showed that 25% of TB patients were not sensitive to the diagnostic model, and 16.5% of the cases were false negative.",2.697314933352988
554,Under-reporting of TB cases and associated factors: a case study in China,"Wubuli and her colleagues noted that in Xinjiang Province, TB cases might be missed in routine notification systems due to the fact that private providers without authorization to diagnose TB often do so anyway but usually do not report these cases to the local CDC (18) .",2.6836824254061034
2322,Chest radiology European Radiology,"A clear distinction between primary and postprimary TB may be impossible to make in the absence of prior chest imaging or, more importantly, a recent history of exposure or skin-test conversion [5] .",2.681579448698786
2182,BMC Infectious Diseases Sex-and age-dependent association of SLC11A1 polymorphisms with tuberculosis in Chinese: a case control study,The present study recruited cases and controls well matched for both factors and reported for the first time the effect of these factors on the relationship.,2.674342444330476
2235,BMC Infectious Diseases Sex-and age-dependent association of SLC11A1 polymorphisms with tuberculosis in Chinese: a case control study,"Culture is much more sensitive than direct microscopy although a few studies reporting the association of SLC11A1 polymor-phisms and TB relied only on positive direct smears to identify TB cases [25, 40, 41] .",2.670318148093749
1486,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa","Another study done by Reilly [20] , concluded that patients are almost twice as likely to die in some hospitals because they lack the proper equipment and resources.",2.6681263931741905
1104,Tuberculosis infection via the emergency department among inpatients in South Korea: a propensity score matched analysis of the National Inpatient Sample,"No betweengroup differences were observed, suggesting that the distribution of TB cases between ED and outpatient admissions in excluded patients may not differ significantly from that in included patients in the current study.",2.6650598275596074
3004,A Novel Sample Processing Method for Rapid Detection of Tuberculosis in the Stool of Pediatric Patients Using the Xpert MTB/RIF Assay,"TB case definitions used in Table 1 but not in the primary data analysis conformed to national standards as follows: Definite TB disease: At least one of the signs and symptoms suggestive of TB disease and microbiological confirmation of MTB [29, 30] .",2.655025807515633
534,Individual Patient Pathway Analysis: Technical Guide,"Aligning patient pathways by the time of initial care-seeking, every column in the figure indicates state distribution in one day; the height in each block indicates the number of pathways in the state at the day; for the pathways ended before the day, the treatment outcomes are extended to the day.",2.6482960394181245
1547,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa","The findings of this study concur with those of the study done by Arjun [25] , which concluded that TB patients are a risk to community members because when they go to shopping centers and places where there are large numbers of people, such as social gatherings and church services they become a danger to the people.",2.6435368043529848
1448,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa","Nurse (N4) indicated that: \"The major problem that we have is that (emotional) our hospital is a rural-based and most patients are from the poor backgrounds; so, they always default their treatment for various reasons, such; continue to receive TB grant, bad side effects of medication, social problems and long distances to the clinics where they should collect their medications; lack of money to buy food since TB drugs make them eat more.\"",2.643375622137283
1203,Tuberculosis infection via the emergency department among inpatients in South Korea: a propensity score matched analysis of the National Inpatient Sample,"This study also found that there was no significant difference in TB cases between excluded and included inpatients, regardless of whether they were hospitalized via EDs or outpatient clinics (Table A , see online supplementary material).",2.632304568678548
1058,Surveillance and outbreak report,"We have collected the IGRA test results of more than 600 passenger contacts, enabling us to stratify them into age groups and analyse the data of the age group of 0-34 years-olds, who are least likely to have been infected with TB before the relevant air travel.",2.6275989577836594
1789,"Evaluation of the tuberculosis programme in Ningxia Hui Autonomous region, the People's Republic of China: a retrospective case study",Such under-reporting is an important issue since undisclosed cases will continue to spread the disease and thus may reflect the overall increase in notification rate during the 2005-2008 study period.,2.6063750330377826
618,Under-reporting of TB cases and associated factors: a case study in China,"By contrast, Hospital B's HIS diagnosis result section cannot be completed in narrative form, and does not include an option to enter \"suspected tuberculosis\".",2.6007250975978153
1938,The role of mini-bronchoalveolar lavage fluid in the diagnosis of pulmonary tuberculosis in critically ill patients,"In people living with HIV (PLWH) and critically ill patients, the diagnosis of TB may be more difficult due to the greater frequency of paucibacillary forms in advanced stages of immunodepression and develop complications related to invasive procedures [7] .",2.5955158609134803
1172,Tuberculosis infection via the emergency department among inpatients in South Korea: a propensity score matched analysis of the National Inpatient Sample,"Thus, although the medical care systems, ED conditions and occurrence rates of infectious diseases vary between EDs are considered to be the highest-risk areas for TB transmission among various healthcare facilities [25] .",2.5951095008523675
1061,Surveillance and outbreak report,"However, our study has some limitations: Since most health offices did not conduct the IGRA tests for the contacts immediately after the contact with TB cases, we were not able to calculate conversion rates.",2.5923016961988314
3084,A Novel Sample Processing Method for Rapid Detection of Tuberculosis in the Stool of Pediatric Patients Using the Xpert MTB/RIF Assay,"Finally, limited facilities made it difficult to confirm by culture the presence of TB in most of our participants who met our case definition of TB positive.",2.58737100473688
603,Under-reporting of TB cases and associated factors: a case study in China,"Through interviews and an in-depth study of the current functions of the TB reporting system we identified two main areas which may cause underreporting: health information management, and human resource management.",2.5868673207785604
1993,The role of mini-bronchoalveolar lavage fluid in the diagnosis of pulmonary tuberculosis in critically ill patients,"Of the total 26 patients included, five patients the ETA was not performed due to insufficient volume for the diagnostic tests (< 1 mL), smaller than optimal volume (5-10 mL) for liquid and solid culture, beyond the Xpert® MTB/RIF.",2.5845085864711392
2180,BMC Infectious Diseases Sex-and age-dependent association of SLC11A1 polymorphisms with tuberculosis in Chinese: a case control study,"In addition, sex and age of cases and controls were usually not well matched in most published studies.",2.583639624907509
250,"Drinking, Smoking, and Morality: Do 'Drinkers and Smokers' Constitute a Stigmatised Stereotype or a Real TB Risk Factor in the Time of HIV/AIDS?","Judging from the results of the regression analysis, 'drinking and smoking a lot' is more often associated with TB by churchgoers-possible representatives of the moral majority (see Lichtenstein 2008)than by treatment supervisors.",2.577971382506528
984,Space-Time Clustering Characteristics of Tuberculosis in China,Disease clusters detection in space and/or time may play a great role in public health policy making.,2.5768220749720157
1063,Surveillance and outbreak report,"Although we assumed that contacts younger than 35 years were almost naïve to TB infection before the relevant air travel, this may not have been the case.",2.5736225677033255
1940,The role of mini-bronchoalveolar lavage fluid in the diagnosis of pulmonary tuberculosis in critically ill patients,"Although it is an easy-to-perform, lowcost and non-invasive method, the ETA has several limitations, such as low specificity and high false positive rates for the diagnosis of pulmonary infections [8] .",2.570198858584169
995,Surveillance and outbreak report,A more recent systematic review on the subject did not find any further evidence of TB transmission and concluded that the risk of TB transmission aboard aircraft seems to be very low [9] .,2.568883213880089
1196,Tuberculosis infection via the emergency department among inpatients in South Korea: a propensity score matched analysis of the National Inpatient Sample,"Thus, the results cannot be generalized to different population, years or types of medical care settings.",2.562227155586409
1747,"Evaluation of the tuberculosis programme in Ningxia Hui Autonomous region, the People's Republic of China: a retrospective case study",The reporting system introduced in 2005 registered all TB cases as new incident cases without consideration of prior TB diagnosis so that the proportion of previously treated cases may have been underestimated.,2.5620500435952387
656,Under-reporting of TB cases and associated factors: a case study in China,It is also reasonable to assume that many other low-and middle-income countries without high functioning health information management systems could face similar problems.,2.5597697229686625
774,The discovery and identification of a candidate proteomic biomarker of active tuberculosis,All TB patients involved in the study were followed up for one year to confirm the reliability of the results.,2.550947850424663
489,Individual Patient Pathway Analysis: Technical Guide,"For example, TB culture can take several weeks to complete.",2.5508674930400588
1703,"Evaluation of the tuberculosis programme in Ningxia Hui Autonomous region, the People's Republic of China: a retrospective case study","As no active surveys had been undertaken since the initiation of the DOTS control program in NHAR, we systematically collected hospital record data for the period January 2005 to September 2009 so as to provide essential information requisite for the design and implementation of future TB control strategies.",2.550299998357076
1592,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa","A study by Mametja [16] reported concerns that were raised by nurses, that they needed counselling, not only when they have contracted the disease, but for them to cope with the demands of the high number of patients who no longer recover from the illness, but die as the result of HIV/AIDS.",2.547765160912723
521,Individual Patient Pathway Analysis: Technical Guide,"For example, the \"Re-Evaluating\" state indicates (1) evaluations are going on, (2) previous evaluations were interrupted, and (3) TB treatment has not started yet.",2.5446424855871337
1056,Surveillance and outbreak report,We therefore believe that it is reasonable to exclude those aged older than 35 years when analysing the risk of TB associated with air travel in our study.,2.5416243605013302
935,Space-Time Clustering Characteristics of Tuberculosis in China,"The present analysis underscored the first and secondary clusters where people bear the persistant burden of TB, and detected 3-year persistence of excess TB burden with the highest relative risk from 2006 to 2008.",2.5332301122983205
1802,"Evaluation of the tuberculosis programme in Ningxia Hui Autonomous region, the People's Republic of China: a retrospective case study",The prolonged time of treatment-to-cure observed in this study likely reflects failure of the DOTS program at the community level.,2.5303014969092112
2052,Association of Mannose-binding Lectin Polymorphisms with Tuberculosis Susceptibility among Chinese OPEN,The selected characteristics of patients with TB and control subjects in this study are shown in Table 1 .,2.528627688468527
1333,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa","Nurses in high TB burden settings are at higher risk of developing latent tuberculosis infection (LTBI) when compared to the general population, due to their exposure to the large number of smear-positive TB cases managed at hospitals or healthcare facilities [3] .",2.528364954995018
1535,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa","Nurse (N1) indicated that: \"It is sad the way TB is spreading in our communities, we have a record of patients who come from one family or who are related.",2.5169193094963416
2745,Utilization of Chinese medicine for respiratory discomforts by patients with a medical history of tuberculosis in Taiwan,Our study found that many TB patients complicated with long-term respiratory discomforts sought CM services in Taiwan.,2.516755504310237
1806,"Evaluation of the tuberculosis programme in Ningxia Hui Autonomous region, the People's Republic of China: a retrospective case study",Thus evaluation of these factors should be a priority in order to develop new control strategies and identify early-stage cases for successful treatment by the DOTS program and minimise the transmission of infection.,2.515543179973954
3181,Performance of the TB-LAMP diagnostic assay in reference laboratories: Results from a multicentre study,"Given programmatic capabilities, follow-up was only asked of participants positive on TB-LAMP and with bacteriologically negative results (79% follow-up rate); this resulted in significant improvement in the TB-LAMP specificity (94.7% excluding follow-up and 97.2% including follow-up).",2.508233006589571
2255,BMC Infectious Diseases Sex-and age-dependent association of SLC11A1 polymorphisms with tuberculosis in Chinese: a case control study,One Chinese study found no association between SLC3 and TB susceptibility [45] and this tends to suggest a negative finding with SLC1 in the light of strong LD between SLC1 and SLC3 in Chinese population [27] .,2.5045755178114897
616,Under-reporting of TB cases and associated factors: a case study in China,"Based on our interviews, hospitals use different electronic systems to record patient information, which often leads to confusion when health staff responsible for reporting TB cases search the records for a TB diagnosis.",2.502413201517733
581,Under-reporting of TB cases and associated factors: a case study in China,"For categorical indicators such as age group, address, and discharge department, we performed a chi-square test to evaluate how TB patients' specific characteristics differed between the reported and unreported cases.",2.501058774200182
2931,Knowledge and awareness of tuberculosis among Roma population in Belgrade: a qualitative study,"It has been argued that knowledge about the symptoms of TB and their early recognition could help in timely treatment and prevention of disease transmission [13, 9] .",2.500702177076014
689,Under-reporting of TB cases and associated factors: a case study in China,Similar problems may not be uncommon in other parts of China as well as in many low-and middle-income,2.5006793638073868
1062,Surveillance and outbreak report,"Considering the delay between contact with a TB case, diagnosis of the TB case and initiation and implementation of the contact investigation by different health offices, we believe it would be next to impossible to conduct the first IGRA tests within two or three weeks of contact with a TB case, and thus this limitation is practically unavoidable.",2.498805118300233
2050,Association of Mannose-binding Lectin Polymorphisms with Tuberculosis Susceptibility among Chinese OPEN,"Therefore, here we conducted a genetic association study in a large case-control population of Chinese Han origin (totally consisting of 1,020 patients with TB and 1,020 controls), to better define the association between the MBL2 SNPs and TB.",2.4983589210165396
668,Under-reporting of TB cases and associated factors: a case study in China,"By using different reporting systems, hospitals collect different information on patients and TB cases, making uniform data difficult to collect at a national level.",2.4949721403657454
904,Space-Time Clustering Characteristics of Tuberculosis in China,"SaTScan version 9.1.1 using Kulldorf method of retrospective space-time analysis and Possion probability model, was applied to identify geographic areas and time period of potential clusters with high rates that had statistically significantly exceeded TB notification rates of nearby areas(p<0.05).",2.4936377681486084
1441,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa","The findings of the present study concur with those of a study that was done by Mametja [16] , which indicated that there was a more negative practice environment in HIV/AIDS wards which affected the quality of nursing care in the public hospital.",2.47926017154684
2233,BMC Infectious Diseases Sex-and age-dependent association of SLC11A1 polymorphisms with tuberculosis in Chinese: a case control study,"That both case and control subjects were unrelated individuals from the same ethnic group helps avoid false results due to population stratification, which of course can also be circumvented by family-based association studies [39] .",2.4791027824404073
1193,Tuberculosis infection via the emergency department among inpatients in South Korea: a propensity score matched analysis of the National Inpatient Sample,"The NHIS-NIS data set did not provide detailed information about whether inpatients had been diagnosed previously (before 2012) or treated for TB, whether any of their family members had TB, or whether they had a human immunodeficiency virus infection, because this is sensitive personal information.",2.4773855564947245
2018,The role of mini-bronchoalveolar lavage fluid in the diagnosis of pulmonary tuberculosis in critically ill patients,"Thus, the diagnosis of cases presumptive PTB critical with Mini-BAL seems to be a viable alternative, since this method is lessinvasive, easily performed at the bedside method and offering quality samples for microbiological identification, especially in middle-and low-income countries.",2.4764131231257265
2681,Utilization of Chinese medicine for respiratory discomforts by patients with a medical history of tuberculosis in Taiwan,"A previous report had shown that women, people with high socioeconomic status, higher education levels, self-perceived poor health status, and people who exercise regularly tend to visit CM services more often in Taiwan [40] .",2.4753751285846235
1770,"Evaluation of the tuberculosis programme in Ningxia Hui Autonomous region, the People's Republic of China: a retrospective case study","Many patients could not afford to maintain consistent and regular treatment for the required period due to the high cost of anti-TB drugs, which may reflect the rapid increase in the prevalence of multidrug-resistant (MDR) TB [15] .",2.4751929131236343
1895,"Epidemiology and Infection Geospatial and hot spot analysis of paediatric tuberculosis infection in Bohol, Philippines","Since, travel time in minutes to the PHO was an independent factor that predicted high TST positivity, we decided to pursue one last analysis to determine what threshold of travel time created a significant increase in TST positive prevalence.",2.467845111183688
992,Surveillance and outbreak report,"The World Health Organization (WHO) issued a guideline on TB and air travel in 1998, and the third edition was published in 2008 [7] , recommending that member states should conduct contact investigations for close contacts of not only smear-positive but also culturepositive TB patients, if the index case was diagnosed with multidrug-resistant TB.",2.46046500468371
1928,"Epidemiology and Infection Geospatial and hot spot analysis of paediatric tuberculosis infection in Bohol, Philippines","In conclusion, we found that distance in time, especially if longer than an hour's drive, was significantly associated with high TST-positive prevalence in children, even when controlling for socioeconomic factors.",2.458734079624995
966,Space-Time Clustering Characteristics of Tuberculosis in China,"Thus, it was suggested that these areas of clusters for new SS+ notification rate with high risk of TB transmission in population should allow prioritization of focused infection control interventions.",2.449531903912453
1930,"Epidemiology and Infection Geospatial and hot spot analysis of paediatric tuberculosis infection in Bohol, Philippines","Although many TB control strategies typically focus on older populations, paediatric infections are indicative of adult transmission patterns, and it is critical to identify and treat all age groups exposed.",2.447412945673587
49,"Drinking, Smoking, and Morality: Do 'Drinkers and Smokers' Constitute a Stigmatised Stereotype or a Real TB Risk Factor in the Time of HIV/AIDS?","However, several international studies, as well as our own, have found that a lesser stigma is commonly associated with TB than with HIV/AIDS mainly owing to the mode of transmission (Nichter 1994; Balabanova et al.",2.444929393646076
1924,"Epidemiology and Infection Geospatial and hot spot analysis of paediatric tuberculosis infection in Bohol, Philippines","As we discussed in our prior publication [11] , cross-reactions should be low since BCG is administered at the time of birth in the Philippines, and TST positivity was significantly associated with older age, indicating true exposure.",2.444094483886732
1798,"Evaluation of the tuberculosis programme in Ningxia Hui Autonomous region, the People's Republic of China: a retrospective case study",The reason for patient delay in these counties is unknown but may reflect a lack of TB awareness and/or socio-economic considerations such as the cost of initial diagnosis and the distance patients needed to travel for medical attention.,2.4384624485258315
201,"Drinking, Smoking, and Morality: Do 'Drinkers and Smokers' Constitute a Stigmatised Stereotype or a Real TB Risk Factor in the Time of HIV/AIDS?","In line with public health messages, TB was projected as a curable and therefore less serious disease if the prescribed course of treatment was completed (Møller and Erstad 2007) .",2.431029357817827
1841,"Epidemiology and Infection Geospatial and hot spot analysis of paediatric tuberculosis infection in Bohol, Philippines","For this study, we included all TST-positive children in the analysis, which included both LTBI and the 16 active TB disease cases [11] .",2.4292105014819536
1340,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa","[8] , further indicated that TB infection control plans were not available at hospitals in Vhembe district and this contributed to the high number of TB patients.",2.425112829931541
2267,BMC Infectious Diseases Sex-and age-dependent association of SLC11A1 polymorphisms with tuberculosis in Chinese: a case control study,"The present study suggested that the allele A-----acted in a dominant fashion to increase the risk of contracting TB because the ORs were very similar for both allelic and genotypic comparisons (1.51 and 1.59 respectively), and the ORs were also similar with either one or two copies of the allele.",2.4232660462423197
1236,Preliminary Results on Pulmonary Tuberculosis Detection in Chest X-Ray Using Convolutional Neural Networks,"In Porto Alegre city, located in the southern region of Brazil, a projection of the impact on case detection and health system costs of alternative triage approaches for tuberculosis found that most of the triage approaches modeled without X-ray were predicted to provide no significant benefit [10] .",2.421825873146527
549,Under-reporting of TB cases and associated factors: a case study in China,"However, previous studies have found that these reporting systems require improvement (7) (8) (9) (10) (11) (12) (13) (14) , and one study found that the new surveillance systems have not lead to a significant decrease in the number of unreported cases (7) .",2.4209810900283326
944,Space-Time Clustering Characteristics of Tuberculosis in China,This may be explained by (1) Type A region is mountainousand has facilities with lesser techniques of TB diagnosis.,2.420631861219066
2663,Utilization of Chinese medicine for respiratory discomforts by patients with a medical history of tuberculosis in Taiwan,These results could indicate the comorbidities and complications of TB and may serve as an explanation for why TB patients complicated with long-term respiratory discomforts turn to CM doctors for help (Table 3) .,2.4112571902345654
667,Under-reporting of TB cases and associated factors: a case study in China,Our study found that Chinese hospitals use different operating systems to record patient information and transfer information to the various TB reporting systems.,2.4079581603785116
583,Under-reporting of TB cases and associated factors: a case study in China,Qualitative data was collected through 13 semistructured in-depth interviews with 5 categories of people responsible for using the TB reporting system (an English interview guide can be found in Additional file 1).,2.406375413705078
1199,Tuberculosis infection via the emergency department among inpatients in South Korea: a propensity score matched analysis of the National Inpatient Sample,"Nevertheless, as mentioned above, patients who visited EDs are more likely to exhibit an emergency/acute severe illness, and the HIRA-NIS data lack information on several factors that could influence the risk of TB.",2.3993330908998654
2254,BMC Infectious Diseases Sex-and age-dependent association of SLC11A1 polymorphisms with tuberculosis in Chinese: a case control study,"This study did not find any association between SLC3 and TB, and this implies that SLC1 was not associated with TB either in this study.",2.397235256565796
43,"Drinking, Smoking, and Morality: Do 'Drinkers and Smokers' Constitute a Stigmatised Stereotype or a Real TB Risk Factor in the Time of HIV/AIDS?",The fourth section reports results from the three phases of the study that relate to the risk and stigma associated with drinking and smoking.,2.393817566614399
2609,Utilization of Chinese medicine for respiratory discomforts by patients with a medical history of tuberculosis in Taiwan,We intended to investigate the utilization of CM among patients with a medical history of TB complicated with long-term respiratory discomforts in this study.,2.3927127601623037
1054,Surveillance and outbreak report,"This might reflect accumulated TB infection in the past [26, 27] , particularly in the 1950s and 1960s when the TB notification rates in Japan were higher than 150 per 100,000 population [28] , rather than recent TB infection associated with air travel.",2.388261982338909
1748,"Evaluation of the tuberculosis programme in Ningxia Hui Autonomous region, the People's Republic of China: a retrospective case study","The proportion of new cases, however, was found to be similar each year.",2.3804563376531602
1645,"Caring for Tuberculosis Patients: Understanding the Plight of Nurses at a Regional Hospital in Limpopo Province, South Africa","[8] , which concluded that infection control plans are not available at the hospitals in Vhembe District, and this results in a high risk of TB infection transmission in the hospitals.",2.379077927480499
110,"Drinking, Smoking, and Morality: Do 'Drinkers and Smokers' Constitute a Stigmatised Stereotype or a Real TB Risk Factor in the Time of HIV/AIDS?",Social gatherings where drinking and smoking take place are common sites for TB transmission (Zuger 1999) and alcohol consumption and smoking may be proxies for frequenting locations that put one at raised risk of close contact with infectious individuals (Harling et al.,2.3772425689917687
3183,Performance of the TB-LAMP diagnostic assay in reference laboratories: Results from a multicentre study,"Although it could not be confirmed, it is possible that specimen decontamination before culture in Brazil was performed using 2% NaOH (where 1-1.5% is recommended), which would have destroyed weakly growing mycobacteria, thereby lowering culture sensitivity (Kent and Kubica, 1985; Global Laboratory Initiative, 2014) .",2.373229754742165
1746,"Evaluation of the tuberculosis programme in Ningxia Hui Autonomous region, the People's Republic of China: a retrospective case study","The majority of TB patients were found to be new cases, accounting for 94% of the entire data set.",2.3720653371639875
955,Space-Time Clustering Characteristics of Tuberculosis in China,"And as one challenge in China, the patient flow from prefecture city or county to provincial capital that will continue for better diagnosis and treatment in a few years, is one of the factors to influence the clustering of TB.",2.3698288591293206
512,Individual Patient Pathway Analysis: Technical Guide,"To be noted that, whether an episode is TB related or not is affected by the length of the \"Time-out\" period.",2.3696142678511642
1750,"Evaluation of the tuberculosis programme in Ningxia Hui Autonomous region, the People's Republic of China: a retrospective case study",The low proportion of extrapulmonary TB in this study is also likely to be an underestimation due to most extra-pulmonary TB cases being registered at general hospitals rather than TB dispensaries given the more severe nature of the disease in most cases.,2.369535660910431
